comandoerr,comando
sueir,subir
camibar nombre,cambiar nombre
modificar conetnido,modificar contenido
eit,exit
cnerrar sesion,cerrar sesion
uclear,clear
kmdir,mkdir
mkfille,mkfile
cw,cd
ll,ls
pwdd,pwd
descarbar,descargar
subiw,subir
cambir nombre,cambiar nombre
modificar pontenido,modificar contenido
efxit,exit
cerrr sesion,cerrar sesion
clar,clear
mkdipr,mkdir
zkfile,mkfile
cwd,cd
gs,ls
pvwd,pwd
dqscargar,descargar
ubir,subir
cambiarnombre,cambiar nombre
mxdificar contenido,modificar contenido
eit,exit
crrar sesion,cerrar sesion
clea,clear
mkdri,mkdir
mkfle,mkfile
cdd,cd
lps,ls
ptwd,pwd
descargr,descargar
sbuir,subir
camtbiar nombre,cambiar nombre
moificar contenido,modificar contenido
exiat,exit
cxrrar sesion,cerrar sesion
clar,clear
mdir,mkdir
mkifle,mkfile
ccd,cd
lsv,ls
pw,pwd
descaragr,descargar
subur,subir
cambiar nombbre,cambiar nombre
modficar contenido,modificar contenido
exi,exit
cerhar sesion,cerrar sesion
cler,clear
mkir,mkdir
mkfie,mkfile
cj,cd
ss,ls
pd,pwd
descaragr,descargar
subtir,subir
camibiar nombre,cambiar nombre
modificar coxntenido,modificar contenido
exizt,exit
cerar sesion,cerrar sesion
clera,clear
mkdr,mkdir
mfile,mkfile
tcd,cd
lks,ls
pkd,pwd
descazrgar,descargar
subiq,subir
cambiar nombe,cambiar nombre
modificar conetnido,modificar contenido
eixt,exit
cerrarsesion,cerrar sesion
clar,clear
mkdfir,mkdir
mkfole,mkfile
d,cd
is,ls
pw,pwd
yescargar,descargar
usbir,subir
cambiar nomre,cambiar nombre
modificar cobntenido,modificar contenido
exkt,exit
cerrar sesio,cerrar sesion
klear,clear
mkdnr,mkdir
mkifile,mkfile
rcd,cd
l,ls
pw,pwd
descarhgar,descargar
subtr,subir
cambia nombre,cambiar nombre
modificar conteniod,modificar contenido
exig,exit
cerra rsesion,cerrar sesion
clelr,clear
mkedir,mkdir
mfile,mkfile
jcd,cd
ll,ls
pwda,pwd
desncargar,descargar
usbir,subir
cwambiar nombre,cambiar nombre
modifiar contenido,modificar contenido
xit,exit
cernar sesion,cerrar sesion
cbear,clear
kdir,mkdir
kfile,mkfile
rd,cd
s,ls
pd,pwd
dhescargar,descargar
sbir,subir
cambiar nimbre,cambiar nombre
modificar contendo,modificar contenido
eit,exit
cerrar ession,cerrar sesion
lcear,clear
kdir,mkdir
mkile,mkfile
cdh,cd
zs,ls
pw,pwd
descargah,descargar
sbuir,subir
cakmbiar nombre,cambiar nombre
modificar contenid,modificar contenido
ext,exit
cerrar sesionf,cerrar sesion
cleaer,clear
mkir,mkdir
mkile,mkfile
id,cd
sl,ls
wd,pwd
descarar,descargar
suibr,subir
cambkar nombre,cambiar nombre
modifica rcontenido,modificar contenido
esxit,exit
cerrars esion,cerrar sesion
cleaqr,clear
mdir,mkdir
mikfile,mkfile
dc,cd
l,ls
pdw,pwd
descargard,descargar
suibr,subir
cambiarunombre,cambiar nombre
modificar conrenido,modificar contenido
exits,exit
cexrar sesion,cerrar sesion
cplear,clear
mkdgr,mkdir
mkfilze,mkfile
c,cd
sl,ls
pdw,pwd
desicargar,descargar
usbir,subir
cambiar nmobre,cambiar nombre
modficar contenido,modificar contenido
exrt,exit
cerrar seszon,cerrar sesion
bclear,clear
mkvdir,mkdir
kmfile,mkfile
dc,cd
sl,ls
pd,pwd
desargar,descargar
ubir,subir
cambiar nombte,cambiar nombre
modificar contenpido,modificar contenido
exti,exit
cerrar sjesion,cerrar sesion
clenr,clear
mdkir,mkdir
mkfie,mkfile
icd,cd
lsc,ls
wpd,pwd
descargzar,descargar
ubir,subir
cameiar nombre,cambiar nombre
modificar contenihdo,modificar contenido
exipt,exit
clrrar sesion,cerrar sesion
clearb,clear
mkdri,mkdir
kfile,mkfile
d,cd
lds,ls
pw,pwd
dscargar,descargar
oubir,subir
camiar nombre,cambiar nombre
modificar contenbido,modificar contenido
xeit,exit
cerrear sesion,cerrar sesion
clqear,clear
mkxdir,mkdir
mkifle,mkfile
cdf,cd
lsi,ls
ypwd,pwd
edscargar,descargar
isubir,subir
camibar nombre,cambiar nombre
moqificar contenido,modificar contenido
xit,exit
cerrar ession,cerrar sesion
claer,clear
mkdirc,mkdir
mrkfile,mkfile
cdn,cd
ly,ls
pdw,pwd
edscargar,descargar
sbuir,subir
cambiar nomrbe,cambiar nombre
modifciar contenido,modificar contenido
eqit,exit
cerarr sesion,cerrar sesion
cleear,clear
emkdir,mkdir
mkfiel,mkfile
cn,cd
xls,ls
pwt,pwd
descargra,descargar
suir,subir
cambiar nombru,cambiar nombre
modificar ontenido,modificar contenido
exitm,exit
cerrar sbsion,cerrar sesion
yclear,clear
mkidr,mkdir
mkfileg,mkfile
dc,cd
sl,ls
ppwd,pwd
descargra,descargar
subi,subir
cambair nombre,cambiar nombre
modfiicar contenido,modificar contenido
eaxit,exit
cerrarr sesion,cerrar sesion
celar,clear
mkdih,mkdir
mkfle,mkfile
d,cd
ds,ls
pdd,pwd
descaragr,descargar
suibr,subir
cambiar nombce,cambiar nombre
modificar contenmdo,modificar contenido
exi,exit
cerrar sesio,cerrar sesion
claer,clear
kmdir,mkdir
mkflie,mkfile
dc,cd
sl,ls
pmwd,pwd
descarvgar,descargar
ubir,subir
cambair nombre,cambiar nombre
modificar conotenido,modificar contenido
exi,exit
cexrrar sesion,cerrar sesion
celar,clear
mkdirg,mkdir
mskfile,mkfile
dc,cd
l,ls
wpd,pwd
descargayr,descargar
subi,subir
cambiar nombore,cambiar nombre
modificar clontenido,modificar contenido
exiti,exit
cerrar susion,cerrar sesion
cleax,clear
mdkir,mkdir
mkifle,mkfile
wcd,cd
sl,ls
gwd,pwd
descagrar,descargar
surir,subir
cambian nombre,cambiar nombre
modificar conteniod,modificar contenido
exilt,exit
cerrar esion,cerrar sesion
celar,clear
mkidr,mkdir
mfkile,mkfile
dc,cd
sl,ls
wpd,pwd
mdescargar,descargar
sdbir,subir
cxambiar nombre,cambiar nombre
omdificar contenido,modificar contenido
vexit,exit
cerrar ession,cerrar sesion
cuear,clear
dkdir,mkdir
kmfile,mkfile
dc,cd
ds,ls
wpd,pwd
descargra,descargar
sbir,subir
zcambiar nombre,cambiar nombre
modificar contednido,modificar contenido
exix,exit
crerar sesion,cerrar sesion
cear,clear
mkdiz,mkdir
mklfile,mkfile
ch,cd
sl,ls
wpd,pwd
descarqgar,descargar
subi,subir
cambiar nomre,cambiar nombre
modifocar contenido,modificar contenido
eixt,exit
gcerrar sesion,cerrar sesion
clera,clear
mkdvir,mkdir
mkfuile,mkfile
cx,cd
ks,ls
zwd,pwd
descabgar,descargar
sbir,subir
cabmiar nombre,cambiar nombre
modificar ocntenido,modificar contenido
exti,exit
errar sesion,cerrar sesion
cleau,clear
mkdoir,mkdir
mkile,mkfile
cc,cd
sl,ls
pw,pwd
dgescargar,descargar
sbuir,subir
cambisr nombre,cambiar nombre
modificar contenidoj,modificar contenido
exut,exit
cgrrar sesion,cerrar sesion
cler,clear
mkdqr,mkdir
mkpfile,mkfile
ct,cd
lm,ls
dpwd,pwd
descargwr,descargar
usbir,subir
cambar nombre,cambiar nombre
modiicar contenido,modificar contenido
xexit,exit
cerrar sesio,cerrar sesion
clar,clear
hmkdir,mkdir
mfile,mkfile
dc,cd
rls,ls
wpd,pwd
desargar,descargar
sueir,subir
cambar nombre,cambiar nombre
motdificar contenido,modificar contenido
ext,exit
cerrarr sesion,cerrar sesion
clrar,clear
mkidr,mkdir
mkile,mkfile
dc,cd
l,ls
pwjd,pwd
descargra,descargar
sbuir,subir
cambiar nomre,cambiar nombre
mdificar contenido,modificar contenido
ewit,exit
ccerrar sesion,cerrar sesion
cilear,clear
mkdr,mkdir
kfile,mkfile
d,cd
sl,ls
pw,pwd
wdescargar,descargar
subr,subir
cambiarnombre,cambiar nombre
modificxar contenido,modificar contenido
xeit,exit
cerrar lsesion,cerrar sesion
clea,clear
mdir,mkdir
mfkile,mkfile
c,cd
sl,ls
pvwd,pwd
descorgar,descargar
suir,subir
cambiar vnombre,cambiar nombre
mbodificar contenido,modificar contenido
exi,exit
cerar sesion,cerrar sesion
cleayr,clear
mkidr,mkdir
mkfilea,mkfile
od,cd
lis,ls
wpd,pwd
dascargar,descargar
subi,subir
cambiar nombr,cambiar nombre
modificar contenidw,modificar contenido
exif,exit
cerarr sesion,cerrar sesion
cljar,clear
msdir,mkdir
tkfile,mkfile
hcd,cd
l,ls
pvd,pwd
descargkar,descargar
usbir,subir
cambar nombre,cambiar nombre
modificar conteniso,modificar contenido
exrit,exit
cerrkr sesion,cerrar sesion
cleai,clear
mkdri,mkdir
mkflie,mkfile
dc,cd
s,ls
pd,pwd
dfscargar,descargar
subwr,subir
cambiar nombnre,cambiar nombre
modificar contoenido,modificar contenido
eixt,exit
cerarr sesion,cerrar sesion
cleare,clear
mkdihr,mkdir
mkifle,mkfile
d,cd
s,ls
wpd,pwd
descdrgar,descargar
usbir,subir
cmabiar nombre,cambiar nombre
modifica rcontenido,modificar contenido
emit,exit
cermrar sesion,cerrar sesion
clfar,clear
mdir,mkdir
dkfile,mkfile
d,cd
s,ls
uwd,pwd
descrgar,descargar
mubir,subir
cambiar nomble,cambiar nombre
modsificar contenido,modificar contenido
eait,exit
cerrar sesioh,cerrar sesion
vclear,clear
mdir,mkdir
mkffile,mkfile
id,cd
sl,ls
wd,pwd
descagrar,descargar
usbir,subir
cambiat nombre,cambiar nombre
modificarc ontenido,modificar contenido
eeit,exit
cerrjr sesion,cerrar sesion
cler,clear
mkdr,mkdir
kmfile,mkfile
fcd,cd
l,ls
pw,pwd
descaragr,descargar
sybir,subir
cambiar nomber,cambiar nombre
modificar cwontenido,modificar contenido
eit,exit
cerrarr sesion,cerrar sesion
clera,clear
mksdir,mkdir
mkfixle,mkfile
c,cd
sl,ls
zwd,pwd
descargr,descargar
subirs,subir
cmabiar nombre,cambiar nombre
modificar mcontenido,modificar contenido
xxit,exit
cerar sesion,cerrar sesion
claer,clear
mkdzr,mkdir
mkfil,mkfile
dc,cd
sl,ls
pwds,pwd
descarar,descargar
subri,subir
cambiar onmbre,cambiar nombre
modificar cortenido,modificar contenido
xeit,exit
cerrar sesiocn,cerrar sesion
cler,clear
mkdri,mkdir
mkflie,mkfile
dc,cd
sl,ls
epwd,pwd
desvcargar,descargar
subin,subir
cambiar nmbre,cambiar nombre
modificar cotenido,modificar contenido
xeit,exit
cerrwar sesion,cerrar sesion
clxar,clear
mkdr,mkdir
mkfiile,mkfile
c,cd
s,ls
pwa,pwd
descargr,descargar
ubir,subir
cambiarn ombre,cambiar nombre
modificar contenidob,modificar contenido
xit,exit
cexrar sesion,cerrar sesion
cleav,clear
mkidr,mkdir
mkfille,mkfile
dc,cd
ps,ls
pd,pwd
descargra,descargar
ubir,subir
cambiar nmobre,cambiar nombre
modifigar contenido,modificar contenido
exvt,exit
cerfrar sesion,cerrar sesion
clyar,clear
mkdr,mkdir
mkflie,mkfile
id,cd
lg,ls
apwd,pwd
descvrgar,descargar
skbir,subir
cambiardnombre,cambiar nombre
modificar conteniod,modificar contenido
exti,exit
cerrtr sesion,cerrar sesion
cleaer,clear
mkir,mkdir
nkfile,mkfile
wd,cd
sl,ls
pwz,pwd
descargr,descargar
sujbir,subir
cambiar nomqre,cambiar nombre
modnificar contenido,modificar contenido
exitn,exit
cerrar sesionm,cerrar sesion
celar,clear
mkdpr,mkdir
mkdfile,mkfile
cgd,cd
hs,ls
pd,pwd
djscargar,descargar
subirf,subir
cagbiar nombre,cambiar nombre
modificar ocntenido,modificar contenido
eit,exit
cerrar sesino,cerrar sesion
celar,clear
mgdir,mkdir
mfkile,mkfile
cdr,cd
vs,ls
qwd,pwd
descargabr,descargar
subri,subir
wcambiar nombre,cambiar nombre
modificar cvntenido,modificar contenido
eit,exit
cerrarusesion,cerrar sesion
cear,clear
mdkir,mkdir
mkflie,mkfile
d,cd
us,ls
pd,pwd
dsecargar,descargar
suibr,subir
camviar nombre,cambiar nombre
modificar contenidoo,modificar contenido
epit,exit
cerrarsesion,cerrar sesion
cleal,clear
kdir,mkdir
skfile,mkfile
cdv,cd
sl,ls
pdw,pwd
gescargar,descargar
isubir,subir
cmbiar nombre,cambiar nombre
modificar contunido,modificar contenido
exil,exit
cerrapr sesion,cerrar sesion
lear,clear
mkzdir,mkdir
mkfie,mkfile
ed,cd
lk,ls
pwvd,pwd
descaurgar,descargar
sbir,subir
cambiar nobre,cambiar nombre
mudificar contenido,modificar contenido
eyxit,exit
cerrars esion,cerrar sesion
cler,clear
mkdiir,mkdir
mkfirle,mkfile
dc,cd
lsx,ls
pw,pwd
descragar,descargar
subie,subir
cambiar nomrbe,cambiar nombre
modificar ontenido,modificar contenido
xit,exit
cerrar setsion,cerrar sesion
cler,clear
mdkir,mkdir
mkile,mkfile
d,cd
lsc,ls
pdw,pwd
descarga,descargar
smubir,subir
cambipar nombre,cambiar nombre
modificar contenkido,modificar contenido
exkit,exit
cerrar stsion,cerrar sesion
cleap,clear
mdkir,mkdir
mkfple,mkfile
d,cd
ms,ls
pwx,pwd
decsargar,descargar
sbuir,subir
cambiar nobmre,cambiar nombre
modiicar contenido,modificar contenido
exi,exit
cerrar esion,cerrar sesion
clepr,clear
mddir,mkdir
mkfil,mkfile
c,cd
sl,ls
pdw,pwd
destcargar,descargar
subic,subir
cambiarfnombre,cambiar nombre
modificarjcontenido,modificar contenido
zexit,exit
cekrar sesion,cerrar sesion
cdear,clear
kmdir,mkdir
mkifle,mkfile
ce,cd
s,ls
wpd,pwd
desacrgar,descargar
srbir,subir
cambiar noimbre,cambiar nombre
modificar cotnenido,modificar contenido
exic,exit
cerrarsesion,cerrar sesion
claer,clear
mukdir,mkdir
kfile,mkfile
dc,cd
ss,ls
wd,pwd
desbcargar,descargar
subi,subir
camtiar nombre,cambiar nombre
modificar ontenido,modificar contenido
exti,exit
cerrar sesiob,cerrar sesion
lear,clear
kdir,mkdir
kmfile,mkfile
icd,cd
sl,ls
pwzd,pwd
descarkar,descargar
sbuir,subir
cambiar nkombre,cambiar nombre
modificarzcontenido,modificar contenido
excit,exit
cerrar sresion,cerrar sesion
celar,clear
mkdpir,mkdir
mkfiley,mkfile
c,cd
gls,ls
wd,pwd
escargar,descargar
subirz,subir
cambiar nomrbe,cambiar nombre
modificar conteunido,modificar contenido
ecxit,exit
cerrar seion,cerrar sesion
cleaar,clear
kdir,mkdir
mkifle,mkfile
d,cd
l,ls
pdw,pwd
dsecargar,descargar
lsubir,subir
cambeiar nombre,cambiar nombre
modiicar contenido,modificar contenido
eixt,exit
lerrar sesion,cerrar sesion
cledar,clear
mkdwr,mkdir
mkfle,mkfile
jd,cd
sl,ls
pw,pwd
descargarp,descargar
subirx,subir
cambiar nomrbe,cambiar nombre
nmodificar contenido,modificar contenido
xeit,exit
cerqar sesion,cerrar sesion
cledr,clear
mkdit,mkdir
mkfilwe,mkfile
d,cd
sl,ls
pw,pwd
detscargar,descargar
subyir,subir
cambiar nombrbe,cambiar nombre
modifzicar contenido,modificar contenido
exti,exit
cerrr sesion,cerrar sesion
clerar,clear
mkdirm,mkdir
mfile,mkfile
c,cd
gs,ls
pw,pwd
descaragr,descargar
sufbir,subir
camwiar nombre,cambiar nombre
modificar cntenido,modificar contenido
exfit,exit
cerarr sesion,cerrar sesion
cear,clear
mkdrir,mkdir
kmfile,mkfile
dc,cd
lms,ls
pw,pwd
descargat,descargar
eubir,subir
cambiar nombrb,cambiar nombre
modificar conteniedo,modificar contenido
xeit,exit
qerrar sesion,cerrar sesion
clerr,clear
mkdr,mkdir
kmfile,mkfile
c,cd
vs,ls
pnd,pwd
desqcargar,descargar
sbuir,subir
cambiar nvmbre,cambiar nombre
modifiacr contenido,modificar contenido
eixt,exit
cebrrar sesion,cerrar sesion
cjlear,clear
kdir,mkdir
mkfie,mkfile
c,cd
s,ls
pwm,pwd
descargvr,descargar
subri,subir
cambiar nomre,cambiar nombre
modificay contenido,modificar contenido
exti,exit
cerrar sesibn,cerrar sesion
cleaer,clear
mmdir,mkdir
mkqfile,mkfile
d,cd
vls,ls
pws,pwd
descragar,descargar
ubir,subir
cambiar unombre,cambiar nombre
modificarcontenido,modificar contenido
exie,exit
cerrar esion,cerrar sesion
cear,clear
mqdir,mkdir
mkfiwle,mkfile
vcd,cd
sl,ls
owd,pwd
descrgar,descargar
sbir,subir
cmbiar nombre,cambiar nombre
modficar contenido,modificar contenido
xeit,exit
cerrar sesin,cerrar sesion
clealr,clear
mkfir,mkdir
mkffle,mkfile
dc,cd
hs,ls
pwj,pwd
deszargar,descargar
sgbir,subir
cawbiar nombre,cambiar nombre
omdificar contenido,modificar contenido
eixt,exit
cerrar sesio,cerrar sesion
tlear,clear
mkdri,mkdir
mkftle,mkfile
c,cd
vls,ls
pdw,pwd
adescargar,descargar
subri,subir
cambiar nomnre,cambiar nombre
modifickr contenido,modificar contenido
exxt,exit
ceerar sesion,cerrar sesion
cltar,clear
mkdij,mkdir
mkfie,mkfile
dc,cd
lx,ls
wpd,pwd
decargar,descargar
sbuir,subir
cambiar nomhre,cambiar nombre
moldificar contenido,modificar contenido
eixt,exit
cehrar sesion,cerrar sesion
clcear,clear
xkdir,mkdir
mfkile,mkfile
td,cd
lks,ls
wpd,pwd
escargar,descargar
subr,subir
cambiar onmbre,cambiar nombre
odificar contenido,modificar contenido
pexit,exit
cerrar sseion,cerrar sesion
xlear,clear
mkdiry,mkdir
mkile,mkfile
dc,cd
s,ls
pwvd,pwd
descrgar,descargar
subhr,subir
cambar nombre,cambiar nombre
modificar coyntenido,modificar contenido
xeit,exit
cerarar sesion,cerrar sesion
slear,clear
mkir,mkdir
mkfle,mkfile
dc,cd
s,ls
pwm,pwd
ndescargar,descargar
tsubir,subir
cambiar nomlre,cambiar nombre
modificra contenido,modificar contenido
exito,exit
cerrar esesion,cerrar sesion
cler,clear
mkdirl,mkdir
mkfgle,mkfile
d,cd
sl,ls
pwzd,pwd
descargsar,descargar
ubir,subir
cambiar nmobre,cambiar nombre
modificvar contenido,modificar contenido
exi,exit
uerrar sesion,cerrar sesion
cilear,clear
mkwir,mkdir
mkfiel,mkfile
c,cd
los,ls
prwd,pwd
eescargar,descargar
subi,subir
ambiar nombre,cambiar nombre
modififar contenido,modificar contenido
eixt,exit
bcerrar sesion,cerrar sesion
cwlear,clear
qkdir,mkdir
mkfil,mkfile
md,cd
l,ls
pwu,pwd
dexscargar,descargar
subirk,subir
cabiar nombre,cambiar nombre
modificar contendo,modificar contenido
eixt,exit
cerrar ssion,cerrar sesion
klear,clear
mkdin,mkdir
mkflie,mkfile
d,cd
xls,ls
pwc,pwd
desccrgar,descargar
subri,subir
cambiar nomcre,cambiar nombre
modgificar contenido,modificar contenido
vexit,exit
cerrar esion,cerrar sesion
coear,clear
xkdir,mkdir
mkfle,mkfile
id,cd
sl,ls
pwgd,pwd
desacrgar,descargar
subiz,subir
cambiar nombr,cambiar nombre
modfiicar contenido,modificar contenido
xit,exit
errar sesion,cerrar sesion
claer,clear
mdkir,mkdir
mkfie,mkfile
fd,cd
sl,ls
pdw,pwd
dyescargar,descargar
suibr,subir
cambiar nombrs,cambiar nombre
modiicar contenido,modificar contenido
gxit,exit
cerrar sesioi,cerrar sesion
clar,clear
zkdir,mkdir
jkfile,mkfile
dc,cd
l,ls
pd,pwd
desocargar,descargar
sbuir,subir
cambior nombre,cambiar nombre
modificarc ontenido,modificar contenido
emit,exit
cerrar seison,cerrar sesion
lcear,clear
mkdiir,mkdir
mkfilv,mkfile
cc,cd
is,ls
zwd,pwd
descagar,descargar
subif,subir
cambiar nhombre,cambiar nombre
modificar contendio,modificar contenido
nxit,exit
cerrar sestion,cerrar sesion
chlear,clear
mkdri,mkdir
mkfixle,mkfile
dc,cd
gls,ls
pbd,pwd
dscargar,descargar
subri,subir
caumbiar nombre,cambiar nombre
modificar contenifdo,modificar contenido
esit,exit
cerrar sesioi,cerrar sesion
cler,clear
mkdri,mkdir
mkifle,mkfile
d,cd
s,ls
qpwd,pwd
desargar,descargar
soubir,subir
cambiar nmbre,cambiar nombre
modificar coantenido,modificar contenido
eixt,exit
cmrrar sesion,cerrar sesion
clar,clear
mekdir,mkdir
kmfile,mkfile
ca,cd
s,ls
pwdd,pwd
dscargar,descargar
subirp,subir
cambiar nombrr,cambiar nombre
modificar contentdo,modificar contenido
texit,exit
cerrar ession,cerrar sesion
cleaa,clear
cleab,clear
cleac,clear
clead,clear
cleae,clear
cleaf,clear
cleag,clear
cleah,clear
cleai,clear
cleaj,clear
cleak,clear
cleal,clear
cleam,clear
clean,clear
cleao,clear
cleap,clear
cleaq,clear
cleas,clear
cleat,clear
cleau,clear
cleav,clear
cleaw,clear
cleax,clear
cleay,clear
cleaz,clear
mkdia,mkdir
mkdib,mkdir
mkdic,mkdir
mkdid,mkdir
mkdie,mkdir
mkdif,mkdir
mkdig,mkdir
mkdih,mkdir
mkdii,mkdir
mkdij,mkdir
mkdik,mkdir
mkdil,mkdir
mkdim,mkdir
mkdin,mkdir
mkdio,mkdir
mkdip,mkdir
mkdiq,mkdir
mkdis,mkdir
mkdit,mkdir
mkdiu,mkdir
mkdiv,mkdir
mkdiw,mkdir
mkdix,mkdir
mkdiy,mkdir
mkdiz,mkdir
mkfila,mkfile
mkfilb,mkfile
mkfilc,mkfile
mkfild,mkfile
mkfilf,mkfile
mkfilg,mkfile
mkfilh,mkfile
mkfili,mkfile
mkfilj,mkfile
mkfilk,mkfile
mkfill,mkfile
mkfilm,mkfile
mkfiln,mkfile
mkfilo,mkfile
mkfilp,mkfile
mkfilq,mkfile
mkfilr,mkfile
mkfils,mkfile
mkfilt,mkfile
mkfilu,mkfile
mkfilv,mkfile
mkfilw,mkfile
mkfilx,mkfile
mkfily,mkfile
mkfilz,mkfile
ca,cd
cb,cd
cc,cd
ce,cd
cf,cd
cg,cd
ch,cd
ci,cd
cj,cd
ck,cd
cl,cd
cm,cd
cn,cd
co,cd
cp,cd
cq,cd
cr,cd
cs,cd
ct,cd
cu,cd
cv,cd
cw,cd
cx,cd
cy,cd
cz,cd
la,ls
lb,ls
lc,ls
ld,ls
le,ls
lf,ls
lg,ls
lh,ls
li,ls
lj,ls
lk,ls
ll,ls
lm,ls
ln,ls
lo,ls
lp,ls
lq,ls
lr,ls
lt,ls
lu,ls
lv,ls
lw,ls
lx,ls
ly,ls
lz,ls
pwa,pwd
pwb,pwd
pwc,pwd
pwe,pwd
pwf,pwd
pwg,pwd
pwh,pwd
pwi,pwd
pwj,pwd
pwk,pwd
pwl,pwd
pwm,pwd
pwn,pwd
pwo,pwd
pwp,pwd
pwq,pwd
pwr,pwd
pws,pwd
pwt,pwd
pwu,pwd
pwv,pwd
pww,pwd
pwx,pwd
pwy,pwd
pwz,pwd
descargaa,descargar
descargab,descargar
descargac,descargar
descargad,descargar
descargae,descargar
descargaf,descargar
descargag,descargar
descargah,descargar
descargai,descargar
descargaj,descargar
descargak,descargar
descargal,descargar
descargam,descargar
descargan,descargar
descargao,descargar
descargap,descargar
descargaq,descargar
descargas,descargar
descargat,descargar
descargau,descargar
descargav,descargar
descargaw,descargar
descargax,descargar
descargay,descargar
descargaz,descargar
subia,subir
subib,subir
subic,subir
subid,subir
subie,subir
subif,subir
subig,subir
subih,subir
subii,subir
subij,subir
subik,subir
subil,subir
subim,subir
subin,subir
subio,subir
subip,subir
subiq,subir
subis,subir
subit,subir
subiu,subir
subiv,subir
subiw,subir
subix,subir
subiy,subir
subiz,subir
cambiar nombra,cambiar nombre
cambiar nombrb,cambiar nombre
cambiar nombrc,cambiar nombre
cambiar nombrd,cambiar nombre
cambiar nombrf,cambiar nombre
cambiar nombrg,cambiar nombre
cambiar nombrh,cambiar nombre
cambiar nombri,cambiar nombre
cambiar nombrj,cambiar nombre
cambiar nombrk,cambiar nombre
cambiar nombrl,cambiar nombre
cambiar nombrm,cambiar nombre
cambiar nombrn,cambiar nombre
cambiar nombro,cambiar nombre
cambiar nombrp,cambiar nombre
cambiar nombrq,cambiar nombre
cambiar nombrr,cambiar nombre
cambiar nombrs,cambiar nombre
cambiar nombrt,cambiar nombre
cambiar nombru,cambiar nombre
cambiar nombrv,cambiar nombre
cambiar nombrw,cambiar nombre
cambiar nombrx,cambiar nombre
cambiar nombry,cambiar nombre
cambiar nombrz,cambiar nombre
modificar contenida,modificar contenido
modificar contenidb,modificar contenido
modificar contenidc,modificar contenido
modificar contenidd,modificar contenido
modificar contenide,modificar contenido
modificar contenidf,modificar contenido
modificar contenidg,modificar contenido
modificar contenidh,modificar contenido
modificar contenidi,modificar contenido
modificar contenidj,modificar contenido
modificar contenidk,modificar contenido
modificar contenidl,modificar contenido
modificar contenidm,modificar contenido
modificar contenidn,modificar contenido
modificar contenidp,modificar contenido
modificar contenidq,modificar contenido
modificar contenidr,modificar contenido
modificar contenids,modificar contenido
modificar contenidt,modificar contenido
